Constraint Equation ID,Equation Operator,Left Hand Side,Right Hand Side Script,Limit Type,Default RHS,Contingency,Monitored Element,Constraint Set ID
ALB522 * {NIL} [Off(GRASMERE_WF1)],EqualTo,+ 1.0 x GRASMERE_WF1.energy.setpoint,"def RHS(terms):

    return (
        +0.0000
    )",Other,0.0,NIL,Off(GRASMERE_WF1),ALB522
AMT-CTE 81 > {MSR-WM-OFE 81} [KW81-KCM (KW~)],LessThanOrEqualTo,+ -0.01 x KEMERTON_GT11.energy.setpoint	+ 0.0145 x PINJAR_GT5.regulationRaise.setpoint	+ 0.0145 x PINJAR_GT5.energy.setpoint	+ 0.0145 x PINJAR_GT2.energy.setpoint	+ -0.0184 x GRASMERE_WF1.energy.setpoint	+ 0.0102 x TESLA_GERALDTON_G1.energy.setpoint	+ 0.0145 x PINJAR_GT11.regulationRaise.setpoint	+ 0.0102 x ALINTA_WWF.energy.setpoint	+ 0.2669 x PERTHENERGY_KWINANA_GT1.regulationRaise.setpoint	+ 0.2669 x TIWEST_COG1.energy.setpoint	+ 0.0145 x PINJAR_GT2.regulationRaise.setpoint	+ 0.0145 x PINJAR_GT9.energy.setpoint	+ 0.0145 x PINJAR_GT3.regulationRaise.setpoint	+ 0.4707 x KWINANA_GT3.energy.setpoint	+ 0.0145 x PINJAR_GT9.regulationRaise.setpoint	+ 0.01 x KEMERTON_GT11.regulationLower.setpoint	+ -0.0267 x TESLA_PICTON_G1.energy.setpoint	+ 0.0145 x PINJAR_GT1.energy.setpoint	+ 0.0145 x PINJAR_GT7.regulationRaise.setpoint	+ 0.0145 x PINJAR_GT11.energy.setpoint	+ 0.2669 x PHOENIX_KWINANA_WTE_G1.energy.setpoint	+ 0.0145 x PINJAR_GT4.energy.setpoint	+ 0.0102 x GREENOUGH_RIVER_PV1.energy.setpoint	+ 0.0145 x PINJAR_GT10.regulationRaise.setpoint	+ 0.1052 x ALINTA_PNJ_U1.regulationLower.setpoint	+ 0.2669 x PERTHENERGY_KWINANA_GT1.energy.setpoint	+ -0.0769 x ALCOA_WGP.energy.setpoint	+ 0.0102 x MWF_MUMBIDA_WF1.energy.setpoint	+ -0.1052 x ALINTA_PNJ_U1.energy.setpoint	+ 0.0128 x BADGINGARRA_WF1.energy.setpoint	+ 0.0145 x PINJAR_GT4.regulationRaise.setpoint	+ 0.4707 x KWINANA_GT2.energy.setpoint	+ 0.4707 x KWINANA_GT2.regulationRaise.setpoint	+ -0.022 x TESLA_KEMERTON_G1.energy.setpoint	+ -0.0184 x FLATROCKS_WF1.energy.setpoint	+ 0.0145 x PINJAR_GT10.energy.setpoint	+ 0.0145 x PINJAR_GT7.energy.setpoint	+ 0.4707 x COCKBURN_CCG1.energy.setpoint	+ 0.0106 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.0184 x ALBANY_WF1.energy.setpoint	+ 0.0102 x MUNGARRA_GT1.energy.setpoint	+ 0.0145 x PINJAR_GT1.regulationRaise.setpoint	+ -0.01 x KEMERTON_GT12.energy.setpoint	+ 0.01 x KEMERTON_GT12.regulationLower.setpoint	+ 0.4707 x COCKBURN_CCG1.regulationRaise.setpoint	+ 0.4707 x KWINANA_GT3.regulationRaise.setpoint	+ 0.2669 x TIWEST_COG1.regulationRaise.setpoint	+ 0.0102 x MUNGARRA_GT3.energy.setpoint	+ 0.013 x EDWFMAN_WF1.energy.setpoint	+ 0.0145 x PINJAR_GT3.energy.setpoint,"def RHS(terms):
    return (
        +0.9500 * 1454.0 * 132.0 * 1.7321 / 1000  # Fixed rating (as of 2025-05-03)
        +0.0140 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        -12.2591  # Offset term
    )",Thermal,9999.0,MSR-WM-OFE 81,KW81-KCM (KW~),AMT-CTE 81
"AMT-CTE 81 > {ST-BTY 81, ST T1} [ST-EP 82 (ST~)]",LessThanOrEqualTo,+ 0.175 x KWINANA_GT3.regulationRaise.setpoint	+ -0.0542 x MERSOLAR_PV1.energy.setpoint	+ 0.0682 x ALCOA_WGP.energy.setpoint	+ -0.1241 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.0542 x INVESTEC_COLLGAR_WF1.energy.setpoint	+ -0.0542 x WEST_KALGOORLIE_GT3.energy.setpoint	+ 0.1532 x PINJAR_GT10.regulationLower.setpoint	+ 0.1843 x ERRRF_WTE_G1.energy.setpoint	+ -0.1129 x MUNGARRA_GT3.energy.setpoint	+ -0.1532 x PINJAR_GT10.energy.setpoint	+ 0.175 x KWINANA_GT2.energy.setpoint	+ -0.1532 x PINJAR_GT7.energy.setpoint	+ -0.084 x NEWGEN_NEERABUP_GT1.energy.setpoint	+ -0.1129 x GREENOUGH_RIVER_PV1.energy.setpoint	+ 0.1009 x ALINTA_PNJ_U1.energy.setpoint	+ -0.1532 x PINJAR_GT3.energy.setpoint	+ -0.0542 x PRK_AG.energy.setpoint	+ -0.1389 x EDWFMAN_WF1.energy.setpoint	+ 0.0134 x COLLIE_ESR1.regulationLower.setpoint	+ -0.1129 x MWF_MUMBIDA_WF1.energy.setpoint	+ 0.1532 x PINJAR_GT3.regulationLower.setpoint	+ -0.1129 x ALINTA_WWF.energy.setpoint	+ 0.0134 x COLLIE_G1.regulationLower.setpoint	+ -0.059 x NAMKKN_MERR_SG1.energy.setpoint	+ -0.0136 x BW1_BLUEWATERS_G2.energy.setpoint	+ -0.0145 x MUJA_G8.energy.setpoint	+ -0.0542 x WEST_KALGOORLIE_GT2.energy.setpoint	+ -0.1532 x PINJAR_GT11.energy.setpoint	+ -0.0914 x YANDIN_WF1.energy.setpoint	+ -0.0542 x STHRNCRS_EG.energy.setpoint	+ 0.084 x NEWGEN_NEERABUP_GT1.regulationLower.setpoint	+ 0.1532 x PINJAR_GT5.regulationLower.setpoint	+ 0.1532 x PINJAR_GT7.regulationLower.setpoint	+ 0.1889 x PERTHENERGY_KWINANA_GT1.energy.setpoint	+ -0.1532 x PINJAR_GT1.energy.setpoint	+ -0.0145 x MUJA_G6.energy.setpoint	+ 0.1532 x PINJAR_GT9.regulationLower.setpoint	+ 0.1532 x PINJAR_GT1.regulationLower.setpoint	+ -0.1376 x BADGINGARRA_WF1.energy.setpoint	+ 0.1889 x TIWEST_COG1.regulationRaise.setpoint	+ -0.1129 x TESLA_GERALDTON_G1.energy.setpoint	+ -0.0134 x COLLIE_G1.energy.setpoint	+ -0.1532 x PINJAR_GT2.energy.setpoint	+ 0.1889 x PERTHENERGY_KWINANA_GT1.regulationRaise.setpoint	+ -0.1532 x PINJAR_GT5.energy.setpoint	+ -0.0981 x WARRADARGE_WF1.energy.setpoint	+ -0.0134 x COLLIE_ESR1.energy.setpoint	+ 0.1889 x TIWEST_COG1.energy.setpoint	+ 0.1009 x ALINTA_PNJ_U1.regulationRaise.setpoint	+ -0.1532 x PINJAR_GT4.energy.setpoint	+ 0.175 x KWINANA_GT3.energy.setpoint	+ 0.1889 x PHOENIX_KWINANA_WTE_G1.energy.setpoint	+ 0.1532 x PINJAR_GT4.regulationLower.setpoint	+ 0.1532 x PINJAR_GT11.regulationLower.setpoint	+ 0.175 x COCKBURN_CCG1.energy.setpoint	+ 0.175 x KWINANA_GT2.regulationRaise.setpoint	+ 0.1532 x PINJAR_GT2.regulationLower.setpoint	+ -0.0982 x SBSOLAR1_CUNDERDIN_PV1.energy.setpoint	+ -0.1129 x MUNGARRA_GT1.energy.setpoint	+ -0.0136 x BW2_BLUEWATERS_G1.energy.setpoint	+ -0.1532 x PINJAR_GT9.energy.setpoint	+ 0.175 x COCKBURN_CCG1.regulationRaise.setpoint	+ -0.0145 x MUJA_G7.energy.setpoint,"def RHS(terms):
    return (
        +0.9500 * 1063 * 132 * 1.7321 / 1000  # Fixed rating (as of 2023-05-26)
        -0.0501 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        +28.5383  # Offset term
    )",Thermal,9999.0,"ST-BTY 81, ST T1",ST-EP 82 (ST~),
AMT-CTE 81 > {ST-BTY 81} [ST-EP 82 (ST~)],LessThanOrEqualTo,+ -0.1001 x YANDIN_WF1.energy.setpoint	+ -0.0646 x WEST_KALGOORLIE_GT2.energy.setpoint	+ 0.1672 x PINJAR_GT1.regulationLower.setpoint	+ 0.122 x KWINANA_GT2.regulationRaise.setpoint	+ 0.1672 x PINJAR_GT10.regulationLower.setpoint	+ -0.0188 x BW1_BLUEWATERS_G2.energy.setpoint	+ 0.1672 x PINJAR_GT11.regulationLower.setpoint	+ -0.0122 x FLATROCKS_WF1.energy.setpoint	+ 0.1672 x PINJAR_GT5.regulationLower.setpoint	+ -0.1502 x BADGINGARRA_WF1.energy.setpoint	+ 0.122 x KWINANA_GT3.energy.setpoint	+ -0.0188 x BW2_BLUEWATERS_G1.energy.setpoint	+ -0.1672 x PINJAR_GT2.energy.setpoint	+ 0.122 x COCKBURN_CCG1.energy.setpoint	+ -0.0202 x MUJA_G8.energy.setpoint	+ -0.0122 x GRASMERE_WF1.energy.setpoint	+ -0.0202 x MUJA_G6.energy.setpoint	+ -0.1672 x PINJAR_GT3.energy.setpoint	+ 0.0921 x NEWGEN_NEERABUP_GT1.regulationLower.setpoint	+ -0.1672 x PINJAR_GT7.energy.setpoint	+ -0.1672 x PINJAR_GT5.energy.setpoint	+ 0.0676 x ALINTA_PNJ_U1.regulationRaise.setpoint	+ 0.1672 x PINJAR_GT7.regulationLower.setpoint	+ 0.0185 x COLLIE_G1.regulationLower.setpoint	+ -0.1672 x PINJAR_GT1.energy.setpoint	+ -0.0921 x NEWGEN_NEERABUP_GT1.energy.setpoint	+ -0.1235 x ALINTA_WWF.energy.setpoint	+ -0.1517 x EDWFMAN_WF1.energy.setpoint	+ -0.0185 x COLLIE_G1.energy.setpoint	+ -0.1401 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.1074 x WARRADARGE_WF1.energy.setpoint	+ 0.1317 x PHOENIX_KWINANA_WTE_G1.energy.setpoint	+ -0.0697 x NAMKKN_MERR_SG1.energy.setpoint	+ -0.0646 x PRK_AG.energy.setpoint	+ 0.1672 x PINJAR_GT3.regulationLower.setpoint	+ -0.1235 x TESLA_GERALDTON_G1.energy.setpoint	+ -0.0122 x ALBANY_WF1.energy.setpoint	+ 0.1672 x PINJAR_GT4.regulationLower.setpoint	+ 0.1317 x PERTHENERGY_KWINANA_GT1.energy.setpoint	+ 0.1317 x TIWEST_COG1.energy.setpoint	+ -0.1235 x MWF_MUMBIDA_WF1.energy.setpoint	+ -0.1235 x GREENOUGH_RIVER_PV1.energy.setpoint	+ -0.0185 x COLLIE_ESR1.energy.setpoint	+ 0.122 x KWINANA_GT3.regulationRaise.setpoint	+ -0.0646 x INVESTEC_COLLGAR_WF1.energy.setpoint	+ -0.1672 x PINJAR_GT9.energy.setpoint	+ -0.1235 x MUNGARRA_GT3.energy.setpoint	+ 0.122 x KWINANA_GT2.energy.setpoint	+ -0.0646 x STHRNCRS_EG.energy.setpoint	+ -0.1672 x PINJAR_GT10.energy.setpoint	+ -0.1672 x PINJAR_GT4.energy.setpoint	+ -0.1235 x MUNGARRA_GT1.energy.setpoint	+ -0.0646 x MERSOLAR_PV1.energy.setpoint	+ -0.0202 x MUJA_G7.energy.setpoint	+ -0.1121 x SBSOLAR1_CUNDERDIN_PV1.energy.setpoint	+ -0.0105 x KEMERTON_GT11.energy.setpoint	+ 0.1672 x PINJAR_GT2.regulationLower.setpoint	+ 0.1317 x PERTHENERGY_KWINANA_GT1.regulationRaise.setpoint	+ 0.1672 x PINJAR_GT9.regulationLower.setpoint	+ -0.1672 x PINJAR_GT11.energy.setpoint	+ 0.0185 x COLLIE_ESR1.regulationLower.setpoint	+ 0.1317 x TIWEST_COG1.regulationRaise.setpoint	+ 0.0676 x ALINTA_PNJ_U1.energy.setpoint	+ 0.0105 x KEMERTON_GT11.regulationLower.setpoint	+ 0.122 x COCKBURN_CCG1.regulationRaise.setpoint	+ 0.0105 x KEMERTON_GT12.regulationLower.setpoint	+ 0.1285 x ERRRF_WTE_G1.energy.setpoint	+ 0.0429 x ALCOA_WGP.energy.setpoint	+ -0.0105 x KEMERTON_GT12.energy.setpoint	+ -0.0646 x WEST_KALGOORLIE_GT3.energy.setpoint,"def RHS(terms):
    return (
        +0.9500 * 1063.0 * 132.0 * 1.7321 / 1000  # Fixed rating (as of 2024-05-26)
        -0.0774 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        +45.6374  # Offset term
    )",Thermal,9999.0,ST-BTY 81,ST-EP 82 (ST~),AMT-CTE 81
"AMT-CTE 81 > {ST-EP 82, ST T1} [ST-BTY 81 (ST~)]",LessThanOrEqualTo,+ 0.1234 x ERRRF_WTE_G1.energy.setpoint	+ -0.1218 x MUNGARRA_GT3.energy.setpoint	+ -0.1649 x PINJAR_GT4.energy.setpoint	+ -0.1649 x PINJAR_GT9.energy.setpoint	+ -0.0186 x MUJA_G8.energy.setpoint	+ -0.1649 x PINJAR_GT2.energy.setpoint	+ 0.0792 x ALINTA_PNJ_U1.regulationRaise.setpoint	+ -0.1649 x PINJAR_GT3.energy.setpoint	+ 0.1649 x PINJAR_GT2.regulationLower.setpoint	+ -0.0171 x COLLIE_G1.energy.setpoint	+ 0.1649 x PINJAR_GT3.regulationLower.setpoint	+ -0.1649 x PINJAR_GT11.energy.setpoint	+ -0.0614 x STHRNCRS_EG.energy.setpoint	+ -0.135 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.1218 x GREENOUGH_RIVER_PV1.energy.setpoint	+ 0.1229 x COCKBURN_CCG1.regulationRaise.setpoint	+ 0.1649 x PINJAR_GT7.regulationLower.setpoint	+ -0.0907 x NEWGEN_NEERABUP_GT1.energy.setpoint	+ 0.1229 x COCKBURN_CCG1.energy.setpoint	+ 0.1251 x TIWEST_COG1.energy.setpoint	+ 0.0907 x NEWGEN_NEERABUP_GT1.regulationLower.setpoint	+ -0.1649 x PINJAR_GT10.energy.setpoint	+ 0.1229 x KWINANA_GT2.energy.setpoint	+ -0.1218 x TESLA_GERALDTON_G1.energy.setpoint	+ -0.1058 x WARRADARGE_WF1.energy.setpoint	+ -0.0174 x BW1_BLUEWATERS_G2.energy.setpoint	+ 0.1649 x PINJAR_GT4.regulationLower.setpoint	+ 0.0792 x ALINTA_PNJ_U1.energy.setpoint	+ 0.0516 x ALCOA_WGP.energy.setpoint	+ -0.0174 x BW2_BLUEWATERS_G1.energy.setpoint	+ -0.0614 x INVESTEC_COLLGAR_WF1.energy.setpoint	+ 0.1649 x PINJAR_GT9.regulationLower.setpoint	+ -0.0614 x PRK_AG.energy.setpoint	+ -0.0986 x YANDIN_WF1.energy.setpoint	+ 0.1649 x PINJAR_GT5.regulationLower.setpoint	+ 0.1251 x PHOENIX_KWINANA_WTE_G1.energy.setpoint	+ -0.0614 x MERSOLAR_PV1.energy.setpoint	+ 0.1229 x KWINANA_GT3.energy.setpoint	+ -0.1649 x PINJAR_GT5.energy.setpoint	+ -0.0664 x NAMKKN_MERR_SG1.energy.setpoint	+ -0.1649 x PINJAR_GT7.energy.setpoint	+ 0.1229 x KWINANA_GT2.regulationRaise.setpoint	+ -0.1649 x PINJAR_GT1.energy.setpoint	+ -0.1218 x ALINTA_WWF.energy.setpoint	+ 0.1251 x TIWEST_COG1.regulationRaise.setpoint	+ 0.1229 x KWINANA_GT3.regulationRaise.setpoint	+ -0.1218 x MUNGARRA_GT1.energy.setpoint	+ -0.0614 x WEST_KALGOORLIE_GT2.energy.setpoint	+ 0.1649 x PINJAR_GT1.regulationLower.setpoint	+ -0.0186 x MUJA_G7.energy.setpoint	+ -0.1077 x SBSOLAR1_CUNDERDIN_PV1.energy.setpoint	+ -0.0186 x MUJA_G6.energy.setpoint	+ -0.0614 x WEST_KALGOORLIE_GT3.energy.setpoint	+ 0.1251 x PERTHENERGY_KWINANA_GT1.regulationRaise.setpoint	+ 0.1649 x PINJAR_GT11.regulationLower.setpoint	+ 0.0171 x COLLIE_G1.regulationLower.setpoint	+ 0.0171 x COLLIE_ESR1.regulationLower.setpoint	+ -0.1218 x MWF_MUMBIDA_WF1.energy.setpoint	+ -0.1496 x EDWFMAN_WF1.energy.setpoint	+ -0.0171 x COLLIE_ESR1.energy.setpoint	+ 0.1649 x PINJAR_GT10.regulationLower.setpoint	+ -0.1482 x BADGINGARRA_WF1.energy.setpoint	+ 0.1251 x PERTHENERGY_KWINANA_GT1.energy.setpoint,"def RHS(terms):
    return (
        +0.9500 * 1063 * 132 * 1.7321 / 1000  # Fixed rating (as of 2023-05-26)
        -0.0743 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        +43.4649  # Offset term
    )",Thermal,9999.0,"ST-EP 82, ST T1",ST-BTY 81 (ST~),
AMT-CTE 81 > {ST-EP 82} [ST-BTY 81 (ST~)],LessThanOrEqualTo,+ -0.1703 x PINJAR_GT7.energy.setpoint	+ -0.1703 x PINJAR_GT3.energy.setpoint	+ -0.0199 x COLLIE_ESR1.energy.setpoint	+ -0.0665 x INVESTEC_COLLGAR_WF1.energy.setpoint	+ -0.142 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.1258 x ALINTA_WWF.energy.setpoint	+ 0.0862 x PERTHENERGY_KWINANA_GT1.energy.setpoint	+ 0.1703 x PINJAR_GT1.regulationLower.setpoint	+ 0.1703 x PINJAR_GT5.regulationLower.setpoint	+ -0.0119 x KEMERTON_GT12.energy.setpoint	+ -0.0717 x NAMKKN_MERR_SG1.energy.setpoint	+ -0.0199 x COLLIE_G1.energy.setpoint	+ -0.1703 x PINJAR_GT1.energy.setpoint	+ -0.1703 x PINJAR_GT10.energy.setpoint	+ -0.0217 x MUJA_G6.energy.setpoint	+ 0.0855 x ERRRF_WTE_G1.energy.setpoint	+ -0.1703 x PINJAR_GT2.energy.setpoint	+ -0.0665 x WEST_KALGOORLIE_GT2.energy.setpoint	+ -0.1703 x PINJAR_GT5.energy.setpoint	+ 0.0571 x ALINTA_PNJ_U1.energy.setpoint	+ 0.1703 x PINJAR_GT9.regulationLower.setpoint	+ 0.0938 x NEWGEN_NEERABUP_GT1.regulationLower.setpoint	+ -0.1703 x PINJAR_GT4.energy.setpoint	+ 0.087 x KWINANA_GT3.regulationRaise.setpoint	+ -0.114 x SBSOLAR1_CUNDERDIN_PV1.energy.setpoint	+ 0.0199 x COLLIE_G1.regulationLower.setpoint	+ -0.1258 x MUNGARRA_GT3.energy.setpoint	+ -0.1703 x PINJAR_GT11.energy.setpoint	+ -0.1258 x TESLA_GERALDTON_G1.energy.setpoint	+ 0.0571 x ALINTA_PNJ_U1.regulationRaise.setpoint	+ -0.153 x BADGINGARRA_WF1.energy.setpoint	+ -0.102 x YANDIN_WF1.energy.setpoint	+ -0.0203 x BW1_BLUEWATERS_G2.energy.setpoint	+ -0.0665 x PRK_AG.energy.setpoint	+ -0.0217 x MUJA_G8.energy.setpoint	+ 0.087 x COCKBURN_CCG1.energy.setpoint	+ 0.0862 x TIWEST_COG1.energy.setpoint	+ 0.0119 x KEMERTON_GT12.regulationLower.setpoint	+ -0.1545 x EDWFMAN_WF1.energy.setpoint	+ -0.0147 x ALBANY_WF1.energy.setpoint	+ 0.1703 x PINJAR_GT2.regulationLower.setpoint	+ 0.1703 x PINJAR_GT10.regulationLower.setpoint	+ 0.0862 x PERTHENERGY_KWINANA_GT1.regulationRaise.setpoint	+ 0.1703 x PINJAR_GT4.regulationLower.setpoint	+ -0.0217 x MUJA_G7.energy.setpoint	+ 0.1703 x PINJAR_GT7.regulationLower.setpoint	+ -0.1703 x PINJAR_GT9.energy.setpoint	+ 0.1703 x PINJAR_GT3.regulationLower.setpoint	+ 0.0199 x COLLIE_ESR1.regulationLower.setpoint	+ -0.0665 x WEST_KALGOORLIE_GT3.energy.setpoint	+ -0.0147 x GRASMERE_WF1.energy.setpoint	+ 0.0862 x PHOENIX_KWINANA_WTE_G1.energy.setpoint	+ -0.1258 x MWF_MUMBIDA_WF1.energy.setpoint	+ 0.087 x KWINANA_GT3.energy.setpoint	+ -0.1094 x WARRADARGE_WF1.energy.setpoint	+ -0.1258 x MUNGARRA_GT1.energy.setpoint	+ 0.087 x COCKBURN_CCG1.regulationRaise.setpoint	+ -0.0203 x BW2_BLUEWATERS_G1.energy.setpoint	+ 0.0862 x TIWEST_COG1.regulationRaise.setpoint	+ 0.035 x ALCOA_WGP.energy.setpoint	+ -0.0665 x MERSOLAR_PV1.energy.setpoint	+ -0.0119 x KEMERTON_GT11.energy.setpoint	+ 0.0119 x KEMERTON_GT11.regulationLower.setpoint	+ -0.0938 x NEWGEN_NEERABUP_GT1.energy.setpoint	+ -0.1258 x GREENOUGH_RIVER_PV1.energy.setpoint	+ 0.087 x KWINANA_GT2.regulationRaise.setpoint	+ 0.1703 x PINJAR_GT11.regulationLower.setpoint	+ -0.0665 x STHRNCRS_EG.energy.setpoint	+ 0.087 x KWINANA_GT2.energy.setpoint	+ -0.0147 x FLATROCKS_WF1.energy.setpoint,"def RHS(terms):
    return (
        +0.9500 * 1063.0 * 132.0 * 1.7321 / 1000  # Fixed rating (as of 2024-05-26)
        -0.0898 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        +54.2487  # Offset term
    )",Thermal,9999.0,ST-EP 82,ST-BTY 81 (ST~),AMT-CTE 81
"AMT-CTE 81, GLT T1 > {GLT-NT 91} [ST-BTY 81 (ST~)]",LessThanOrEqualTo,+ 0.0236 x KWINANA_GT3.energy.setpoint	+ 0.0236 x KWINANA_GT2.energy.setpoint	+ -0.027 x FLATROCKS_WF1.energy.setpoint	+ -0.0112 x NEWGEN_KWINANA_CCG1.energy.setpoint	+ -0.0132 x ALINTA_PNJ_U2.energy.setpoint	+ -0.1678 x PINJAR_GT9.energy.setpoint	+ -0.1364 x GREENOUGH_RIVER_PV1.energy.setpoint	+ 0.0158 x TIWEST_COG1.energy.setpoint	+ -0.1556 x BADGINGARRA_WF1.energy.setpoint	+ -0.1364 x MUNGARRA_GT1.energy.setpoint	+ -0.0316 x MUJA_G6.energy.setpoint	+ -0.0806 x NAMKKN_MERR_SG1.energy.setpoint	+ -0.1678 x PINJAR_GT4.energy.setpoint	+ -0.1364 x MUNGARRA_GT3.energy.setpoint	+ 0.0192 x ALINTA_PNJ_U1.energy.setpoint	+ -0.0757 x MERSOLAR_PV1.energy.setpoint	+ -0.1678 x PINJAR_GT7.energy.setpoint	+ -0.0757 x PRK_AG.energy.setpoint	+ -0.1678 x PINJAR_GT10.energy.setpoint	+ -0.0194 x KEMERTON_GT11.energy.setpoint	+ -0.0316 x MUJA_G8.energy.setpoint	+ -0.0293 x BW2_BLUEWATERS_G1.energy.setpoint	+ -0.0757 x INVESTEC_COLLGAR_WF1.energy.setpoint	+ -0.1364 x MWF_MUMBIDA_WF1.energy.setpoint	+ -0.0194 x KEMERTON_GT12.energy.setpoint	+ -0.0757 x WEST_KALGOORLIE_GT2.energy.setpoint	+ -0.1678 x PINJAR_GT5.energy.setpoint	+ -0.0172 x TESLA_PICTON_G1.energy.setpoint	+ -0.1567 x EDWFMAN_WF1.energy.setpoint	+ -0.0293 x BW1_BLUEWATERS_G2.energy.setpoint	+ -0.1364 x TESLA_GERALDTON_G1.energy.setpoint	+ -0.0146 x ALINTA_WGP_GT.energy.setpoint	+ -0.027 x ALBANY_WF1.energy.setpoint	+ -0.1678 x PINJAR_GT2.energy.setpoint	+ -0.1678 x PINJAR_GT1.energy.setpoint	+ -0.0112 x KWINANA_ESR1.energy.setpoint	+ -0.1678 x PINJAR_GT11.energy.setpoint	+ -0.0146 x ALINTA_WGP_U2.energy.setpoint	+ -0.1678 x PINJAR_GT3.energy.setpoint	+ -0.0316 x MUJA_G7.energy.setpoint	+ -0.1483 x TESLA_NORTHAM_G1.energy.setpoint	+ -0.1364 x ALINTA_WWF.energy.setpoint	+ -0.1197 x YANDIN_WF1.energy.setpoint	+ -0.027 x GRASMERE_WF1.energy.setpoint	+ -0.114 x NEWGEN_NEERABUP_GT1.energy.setpoint	+ -0.0757 x STHRNCRS_EG.energy.setpoint	+ 0.0158 x PERTHENERGY_KWINANA_GT1.energy.setpoint	+ -0.0165 x TESLA_KEMERTON_G1.energy.setpoint	+ -0.0757 x WEST_KALGOORLIE_GT3.energy.setpoint	+ -0.0287 x COLLIE_G1.energy.setpoint	+ 0.0236 x COCKBURN_CCG1.energy.setpoint	+ -0.125 x WARRADARGE_WF1.energy.setpoint,"def RHS(terms):
    return (
        +0.9000 * 1063 * 132 * 1.7321 / 1000  # Fixed rating (as of 2023-05-26)
        -0.1018 * terms['forecast.energy-forecastOperationalDemand-expected']  # Load scaling term
        +59.0988  # Offset term
    )",Thermal,-27.6,GLT-NT 91,ST-BTY 81 (ST~),"AMT-CTE 81, GLT T1"
